OrderNumber,OrderDate,CurrencyCode,_SalesAM_ID,_CustomerID,_SiteID,_ProductID,Order Quantity,Discount Applied,Unit Price,Unit Cost
SO - 0001104,9/25/2018,RWF,13,22,355,3,8,0.1,"1,909.50","1,336.65"
SO - 0001105,9/25/2018,RWF,13,22,185,11,7,0.05,"3,892.70","3,308.80"
SO - 0001106,9/25/2018,RWF,12,43,362,11,6,0.075,"1,118.90",749.66
SO - 0001107,9/25/2018,RWF,16,3,164,12,1,0.075,"3,999.90","2,559.94"
SO - 0001108,9/26/2018,RWF,10,45,286,39,2,0.075,"1,782.20",873.28
SO - 0001109,9/26/2018,RWF,24,12,114,47,4,0.05,"1,072.00",707.52
SO - 0001110,9/26/2018,RWF,10,3,29,2,4,0.4,917.90,559.92
SO - 0001111,9/26/2018,RWF,23,40,323,34,2,0.075,"5,252.80","2,836.51"
SO - 0001112,9/26/2018,RWF,22,2,213,44,4,0.075,"6,505.70","5,399.73"
SO - 0001113,9/26/2018,RWF,4,7,317,21,6,0.1,"3,390.20","1,932.41"
SO - 0001114,9/26/2018,RWF,6,34,298,34,5,0.075,221.10,108.34
SO - 0001115,9/26/2018,RWF,14,14,282,38,2,0.05,"3,993.20","3,034.83"
SO - 0001116,9/26/2018,RWF,9,43,340,24,8,0.4,"2,519.20","1,612.29"
SO - 0001117,9/27/2018,RWF,9,11,19,21,5,0.05,"3,953.00","2,964.75"
SO - 0001118,9/27/2018,RWF,12,12,303,37,3,0.2,"1,092.10",840.92
SO - 0001119,9/27/2018,RWF,20,26,84,36,7,0.3,"5,835.70","4,726.92"
SO - 0001120,9/27/2018,RWF,12,31,101,17,5,0.05,"1,701.80","1,276.35"
SO - 0001121,9/27/2018,RWF,26,31,20,45,6,0.15,"6,117.10","4,343.14"
SO - 0001122,9/27/2018,RWF,6,6,332,16,2,0.075,"1,829.10","1,188.92"
SO - 0001123,9/27/2018,RWF,2,48,363,9,5,0.075,"3,932.90","2,477.73"
SO - 0001124,9/27/2018,RWF,15,20,97,15,2,0.05,"1,695.10","1,101.82"
SO - 0001125,9/27/2018,RWF,12,18,199,36,4,0.2,180.90,130.25
SO - 0001126,9/28/2018,RWF,12,2,126,3,1,0.15,877.70,631.94
SO - 0001127,9/28/2018,RWF,9,45,79,33,7,0.15,"2,646.50","1,984.88"
SO - 0001128,9/28/2018,RWF,9,25,74,47,4,0.05,"5,132.20","2,206.85"
SO - 0001129,9/28/2018,RWF,18,21,48,17,8,0.4,"5,112.10","3,271.74"
SO - 0001130,9/28/2018,RWF,12,47,222,31,7,0.05,"1,065.30",522.00
SO - 0001131,9/28/2018,RWF,19,13,216,2,6,0.15,"3,269.60","2,059.85"
SO - 0001132,9/28/2018,RWF,9,28,315,35,6,0.075,"6,070.20","3,277.91"
SO - 0001133,9/28/2018,RWF,18,3,33,46,7,0.2,"1,279.70",857.40
SO - 0001134,9/28/2018,RWF,11,41,74,18,1,0.05,"3,061.90","2,449.52"
SO - 0001135,9/28/2018,RWF,1,24,233,15,2,0.05,"2,646.50","1,217.39"
SO - 0001136,9/29/2018,RWF,23,28,169,40,6,0.075,"5,232.70","3,767.54"
SO - 0001137,9/29/2018,RWF,16,19,105,7,6,0.15,"3,986.50","3,268.93"
SO - 0001138,9/29/2018,RWF,16,8,306,39,4,0.1,247.90,178.49
SO - 0001139,9/29/2018,RWF,22,37,113,23,6,0.15,221.10,141.50
SO - 0001140,9/29/2018,RWF,23,12,358,45,3,0.1,"1,118.90",492.32
SO - 0001141,9/29/2018,RWF,5,11,146,7,1,0.05,"5,433.70","2,825.52"
SO - 0001142,9/29/2018,RWF,7,17,291,4,5,0.075,"3,028.40","1,756.47"
SO - 0001143,9/29/2018,RWF,15,22,296,8,1,0.15,"3,892.70","2,296.69"
SO - 0001144,9/29/2018,RWF,12,38,224,39,3,0.15,"2,579.50","2,089.40"
SO - 0001145,9/29/2018,RWF,27,6,131,3,6,0.05,"1,809.00","1,230.12"
SO - 0001146,9/30/2018,RWF,13,22,215,47,4,0.075,"5,118.80","2,457.02"
SO - 0001147,9/30/2018,RWF,12,42,243,29,2,0.1,978.20,753.21
SO - 0001148,9/30/2018,RWF,11,29,215,11,3,0.05,770.50,554.76
SO - 0001149,9/30/2018,RWF,12,39,22,41,8,0.075,"1,085.40",759.78
SO - 0001150,9/30/2018,RWF,10,15,309,36,5,0.05,"1,989.90",795.96
SO - 0001151,9/30/2018,RWF,10,4,22,1,4,0.05,"2,907.80","2,180.85"
SO - 0001152,9/30/2018,RWF,28,32,56,10,8,0.075,"1,165.80",886.01
SO - 0001153,9/30/2018,RWF,14,26,116,36,4,0.075,"5,715.10","4,343.48"
SO - 0001154,9/30/2018,RWF,15,35,160,38,7,0.1,"1,695.10","1,254.37"
SO - 0001155,10/1/2018,RWF,21,18,156,45,1,0.2,"1,038.50",643.87
SO - 0001156,10/1/2018,RWF,4,32,315,23,7,0.05,"5,788.80","2,778.62"
SO - 0001157,10/1/2018,RWF,12,9,21,42,2,0.15,"2,237.80","1,118.90"
SO - 0001158,10/1/2018,RWF,25,46,330,36,7,0.15,"1,132.30",871.87
SO - 0001159,10/1/2018,RWF,10,19,89,12,4,0.05,891.10,552.48
SO - 0001160,10/1/2018,RWF,16,41,20,9,4,0.05,"3,819.00","3,055.20"
SO - 0001161,10/2/2018,RWF,21,9,287,9,6,0.15,"1,232.80",702.70
SO - 0001162,10/2/2018,RWF,12,25,14,44,3,0.075,"6,331.50","2,532.60"
SO - 0001163,10/2/2018,RWF,13,2,51,44,6,0.1,917.90,431.41
SO - 0001164,10/2/2018,RWF,14,38,246,38,4,0.05,"1,333.30",639.98
SO - 0001165,10/2/2018,RWF,15,43,97,24,4,0.15,"5,467.20","3,444.34"
SO - 0001166,10/2/2018,RWF,15,15,310,34,3,0.1,"5,896.00","3,950.32"
SO - 0001167,10/2/2018,RWF,5,22,78,25,1,0.2,"1,809.00","1,212.03"
SO - 0001168,10/2/2018,RWF,15,26,84,17,4,0.075,"1,112.20",722.93
SO - 0001169,10/3/2018,RWF,25,1,186,4,4,0.05,"2,546.00","1,782.20"
SO - 0001170,10/3/2018,RWF,10,34,228,27,8,0.05,"1,139.00",774.52
SO - 0001171,10/3/2018,RWF,8,49,223,26,2,0.05,"3,872.60","2,362.29"
SO - 0001172,10/3/2018,RWF,18,5,37,42,8,0.15,"1,326.60",809.23
SO - 0001173,10/3/2018,RWF,21,40,347,3,4,0.1,"2,525.90","1,793.39"
SO - 0001174,10/3/2018,RWF,19,3,141,1,4,0.15,924.60,564.01
SO - 0001175,10/3/2018,RWF,24,49,128,11,5,0.05,261.30,146.33
SO - 0001176,10/4/2018,RWF,12,50,15,8,6,0.1,234.50,161.81
SO - 0001177,10/4/2018,RWF,25,35,327,26,8,0.05,"5,775.40","4,273.80"
SO - 0001178,10/4/2018,RWF,20,35,182,45,6,0.05,"3,852.50","2,812.33"
SO - 0001179,10/4/2018,RWF,18,9,150,30,4,0.05,"1,045.20",585.31
SO - 0001180,10/4/2018,RWF,27,9,342,29,2,0.15,864.30,535.87
SO - 0001181,10/4/2018,RWF,7,49,93,26,5,0.05,"2,559.40","2,124.30"
SO - 0001182,10/5/2018,RWF,9,35,204,14,6,0.1,"1,922.90",999.91
SO - 0001183,10/5/2018,RWF,6,45,17,40,8,0.075,"3,979.80","2,865.46"
SO - 0001184,10/5/2018,RWF,7,7,299,23,6,0.1,917.90,706.78
SO - 0001185,10/5/2018,RWF,8,8,173,24,1,0.075,"3,671.60","1,652.22"
SO - 0001186,10/5/2018,RWF,14,14,201,35,6,0.2,"1,018.40",651.78
SO - 0001187,10/6/2018,RWF,25,2,139,25,3,0.15,"1,051.90",831.00
SO - 0001188,10/6/2018,RWF,19,17,54,20,4,0.3,"1,025.10",789.33
SO - 0001189,10/6/2018,RWF,26,46,270,45,2,0.05,194.30,83.55
SO - 0001190,10/6/2018,RWF,4,12,81,45,2,0.075,"3,993.20","1,836.87"
SO - 0001191,10/6/2018,RWF,12,36,78,31,5,0.05,"5,567.70","4,175.78"
SO - 0001192,10/6/2018,RWF,1,42,119,3,8,0.05,"1,065.30",500.69
SO - 0001193,10/6/2018,RWF,14,5,156,12,5,0.075,"1,072.00",911.20
SO - 0001194,10/6/2018,RWF,25,41,273,34,1,0.1,214.40,154.37
SO - 0001195,10/7/2018,RWF,4,41,44,26,2,0.1,"5,112.10","2,913.90"
SO - 0001196,10/7/2018,RWF,7,11,160,47,7,0.1,904.50,615.06
SO - 0001197,10/7/2018,RWF,26,6,303,42,4,0.15,"2,324.90","1,952.92"
SO - 0001198,10/7/2018,RWF,11,32,211,33,8,0.075,"3,993.20","3,314.36"
SO - 0001199,10/7/2018,RWF,12,4,283,6,3,0.15,"1,025.10",594.56
SO - 0001200,10/7/2018,RWF,7,32,108,1,1,0.05,"1,306.50",888.42
SO - 0001201,10/7/2018,RWF,12,24,26,39,5,0.1,254.60,101.84
SO - 0001202,10/7/2018,RWF,20,48,229,7,2,0.05,"1,896.10","1,573.76"
SO - 0001203,10/8/2018,RWF,11,10,185,20,3,0.075,"1,058.60",571.64
SO - 0001204,10/8/2018,RWF,26,15,253,27,1,0.05,"4,020.00","2,130.60"
SO - 0001205,10/8/2018,RWF,2,31,130,3,5,0.2,"2,003.30",861.42
SO - 0001206,10/8/2018,RWF,3,13,233,47,6,0.075,"5,165.70","4,029.25"
SO - 0001207,10/8/2018,RWF,17,16,59,19,6,0.3,"5,145.60","3,601.92"
SO - 0001208,10/8/2018,RWF,14,5,333,19,4,0.2,"1,936.30","1,277.96"
SO - 0001209,10/9/2018,RWF,26,1,136,31,7,0.075,174.20,114.97
SO - 0001210,10/9/2018,RWF,24,48,300,12,1,0.05,"1,728.60","1,071.73"
SO - 0001211,10/9/2018,RWF,10,37,61,40,5,0.15,"1,809.00","1,121.58"
SO - 0001212,10/9/2018,RWF,5,22,184,27,7,0.075,"3,517.50","2,673.30"
SO - 0001213,10/9/2018,RWF,9,23,13,34,5,0.075,"2,659.90","2,154.52"
SO - 0001214,10/9/2018,RWF,20,24,275,24,3,0.1,"2,351.70","1,716.74"
SO - 0001215,10/10/2018,RWF,1,43,309,39,5,0.075,180.90,94.07
SO - 0001216,10/10/2018,RWF,24,21,109,29,3,0.075,"1,118.90",581.83
SO - 0001217,10/10/2018,RWF,9,36,155,46,3,0.15,"2,010.00","1,185.90"
SO - 0001218,10/10/2018,RWF,27,19,189,39,5,0.05,"1,206.00",795.96
SO - 0001219,10/10/2018,RWF,22,20,2,46,1,0.05,180.90,130.25
SO - 0001220,10/11/2018,RWF,8,12,245,3,1,0.075,"3,886.00","2,059.58"
SO - 0001221,10/11/2018,RWF,13,12,359,10,3,0.075,"6,505.70","4,293.76"
SO - 0001222,10/11/2018,RWF,16,4,35,36,3,0.05,"1,051.90",820.48
SO - 0001223,10/11/2018,RWF,7,40,287,22,4,0.05,"1,092.10",524.21
SO - 0001224,10/11/2018,RWF,10,42,17,47,4,0.15,"2,492.40","1,370.82"
SO - 0001225,10/11/2018,RWF,24,17,355,16,6,0.075,"3,892.70","1,868.50"
SO - 0001226,10/12/2018,RWF,20,21,367,33,7,0.4,"2,505.80","2,079.81"
SO - 0001227,10/12/2018,RWF,27,50,253,43,8,0.1,824.10,395.57
SO - 0001228,10/12/2018,RWF,21,35,253,10,8,0.05,690.10,441.66
SO - 0001229,10/12/2018,RWF,10,25,66,21,5,0.2,"2,365.10","1,206.20"
SO - 0001230,10/12/2018,RWF,11,42,65,22,8,0.3,"1,072.00",460.96
SO - 0001231,10/12/2018,RWF,15,17,355,29,3,0.075,"1,065.30",468.73
SO - 0001232,10/12/2018,RWF,18,8,256,11,7,0.1,"2,586.20","1,396.55"
SO - 0001233,10/13/2018,RWF,6,46,325,8,2,0.05,207.70,151.62
SO - 0001234,10/13/2018,RWF,15,26,47,7,5,0.075,"4,006.60","2,283.76"
SO - 0001235,10/13/2018,RWF,10,40,56,9,6,0.15,"2,331.60","1,095.85"
SO - 0001236,10/13/2018,RWF,24,31,100,41,7,0.3,"1,018.40",600.86
SO - 0001237,10/13/2018,RWF,19,18,12,20,3,0.2,"5,628.00","4,108.44"
SO - 0001238,10/13/2018,RWF,24,49,119,8,3,0.2,"2,546.00","1,782.20"
SO - 0001239,10/13/2018,RWF,14,19,331,10,5,0.075,857.60,668.93
SO - 0001240,10/14/2018,RWF,8,16,88,43,7,0.075,"3,906.10","1,757.75"
SO - 0001241,10/14/2018,RWF,3,11,258,9,8,0.05,"1,005.00",783.90
SO - 0001242,10/14/2018,RWF,24,39,305,25,4,0.05,844.20,388.33
SO - 0001243,10/14/2018,RWF,25,45,32,16,3,0.075,"1,031.80",515.90
SO - 0001244,10/15/2018,RWF,6,6,301,1,2,0.05,924.60,591.74
SO - 0001245,10/15/2018,RWF,7,46,299,34,6,0.075,"1,072.00",825.44
SO - 0001246,10/15/2018,RWF,26,32,75,28,5,0.15,261.30,172.46
SO - 0001247,10/15/2018,RWF,18,45,39,22,4,0.05,"1,065.30",894.85
SO - 0001248,10/15/2018,RWF,12,38,229,1,5,0.15,"1,929.60","1,254.24"
SO - 0001249,10/15/2018,RWF,18,17,28,43,3,0.1,"5,460.50","3,494.72"
SO - 0001250,10/15/2018,RWF,24,27,229,33,1,0.05,"1,815.70","1,180.21"
SO - 0001251,10/15/2018,RWF,18,42,170,15,6,0.2,944.70,387.33
SO - 0001252,10/15/2018,RWF,3,8,347,12,7,0.05,850.90,553.09
SO - 0001253,10/15/2018,RWF,15,40,71,46,5,0.075,207.70,174.47
SO - 0001254,10/15/2018,RWF,14,22,110,16,5,0.1,"1,916.20",823.97
SO - 0001255,10/16/2018,RWF,19,28,223,10,2,0.1,"1,889.40",963.59
SO - 0001256,10/16/2018,RWF,6,4,91,20,3,0.075,241.20,185.72
SO - 0001257,10/16/2018,RWF,24,3,115,12,6,0.075,"6,016.60","4,392.12"
SO - 0001258,10/16/2018,RWF,23,42,35,23,3,0.075,"1,072.00",621.76
SO - 0001259,10/16/2018,RWF,8,50,2,1,4,0.15,"3,825.70","2,601.48"
SO - 0001260,10/17/2018,RWF,3,1,352,17,6,0.05,"2,814.00","2,166.78"
SO - 0001261,10/17/2018,RWF,10,33,270,20,8,0.05,"2,619.70","1,807.59"
SO - 0001262,10/17/2018,RWF,26,48,157,8,7,0.3,"1,118.90",525.88
SO - 0001263,10/17/2018,RWF,8,7,169,25,2,0.05,"1,072.00",514.56
SO - 0001264,10/17/2018,RWF,9,20,169,19,2,0.05,"3,946.30","1,617.98"
SO - 0001265,10/17/2018,RWF,9,25,315,43,7,0.05,241.20,166.43
SO - 0001266,10/18/2018,RWF,19,46,151,14,2,0.05,241.20,156.78
SO - 0001267,10/18/2018,RWF,13,9,260,40,8,0.4,"1,005.00",854.25
SO - 0001268,10/18/2018,RWF,18,42,139,34,1,0.1,234.50,178.22
SO - 0001269,10/18/2018,RWF,4,33,142,19,4,0.15,904.50,741.69
SO - 0001270,10/18/2018,RWF,10,12,88,32,6,0.15,"1,085.40",477.58
SO - 0001271,10/18/2018,RWF,11,3,84,11,5,0.15,"1,018.40",600.86
SO - 0001272,10/18/2018,RWF,11,46,26,4,4,0.15,261.30,180.30
SO - 0001273,10/18/2018,RWF,13,25,291,43,5,0.075,"3,939.60","2,166.78"
SO - 0001274,10/18/2018,RWF,15,34,302,23,4,0.075,"6,117.10","3,364.41"
SO - 0001275,10/18/2018,RWF,15,4,122,5,2,0.05,"1,775.50","1,207.34"
SO - 0001276,10/18/2018,RWF,6,1,155,40,2,0.075,"1,005.00",683.40
SO - 0001277,10/19/2018,RWF,13,48,365,36,8,0.05,"1,159.10",985.24
SO - 0001278,10/19/2018,RWF,10,11,257,33,7,0.075,241.20,200.20
SO - 0001279,10/19/2018,RWF,21,45,181,14,7,0.05,"5,936.20","3,264.91"
SO - 0001280,10/19/2018,RWF,18,23,306,3,6,0.075,931.30,391.15
SO - 0001281,10/19/2018,RWF,7,9,125,6,4,0.05,"1,299.80",623.90
SO - 0001282,10/19/2018,RWF,1,15,56,47,2,0.05,"5,373.40","2,364.30"
SO - 0001283,10/19/2018,RWF,23,38,333,26,2,0.3,"2,224.40","1,801.76"
SO - 0001284,10/20/2018,RWF,9,43,188,45,5,0.075,"2,673.30","1,684.18"
SO - 0001285,10/20/2018,RWF,21,13,290,24,6,0.1,"3,999.90","2,559.94"
SO - 0001286,10/20/2018,RWF,12,18,226,40,2,0.05,"3,845.80","3,268.93"
SO - 0001287,10/20/2018,RWF,13,44,127,18,2,0.15,"2,311.50","1,433.13"
SO - 0001288,10/20/2018,RWF,8,43,354,34,3,0.15,"1,112.20",444.88
SO - 0001289,10/20/2018,RWF,16,21,137,35,8,0.05,"1,031.80",588.13
SO - 0001290,10/20/2018,RWF,2,30,112,36,4,0.3,891.10,650.50
SO - 0001291,10/20/2018,RWF,9,10,81,45,4,0.1,"6,103.70","4,394.66"
SO - 0001292,10/21/2018,RWF,16,48,285,17,3,0.1,"5,547.60","3,217.61"
SO - 0001293,10/21/2018,RWF,13,13,329,6,3,0.05,683.40,396.37
SO - 0001294,10/21/2018,RWF,11,1,42,46,6,0.15,"5,058.50","2,782.18"
SO - 0001295,10/21/2018,RWF,13,17,332,20,8,0.075,"2,485.70","1,217.99"
SO - 0001296,10/21/2018,RWF,28,31,229,44,8,0.075,"6,056.80","2,907.26"
SO - 0001297,10/21/2018,RWF,21,19,327,37,8,0.1,"3,819.00","2,367.78"
SO - 0001298,10/21/2018,RWF,4,33,278,9,6,0.1,951.40,437.64
SO - 0001299,10/21/2018,RWF,28,38,121,21,6,0.2,"1,172.50",926.28
SO - 0001300,10/21/2018,RWF,10,36,198,47,8,0.05,"2,586.20","1,396.55"
SO - 0001301,10/22/2018,RWF,26,10,303,14,1,0.15,234.50,194.64
SO - 0001302,10/22/2018,RWF,1,3,57,34,2,0.075,"1,192.60",632.08
SO - 0001303,10/22/2018,RWF,28,13,292,46,6,0.15,"3,249.50","2,697.09"
SO - 0001304,10/22/2018,RWF,15,10,158,18,7,0.3,"5,607.90","3,757.29"
SO - 0001305,10/22/2018,RWF,1,49,200,29,1,0.1,"1,098.80",868.05
SO - 0001306,10/22/2018,RWF,24,9,27,35,7,0.1,"1,936.30","1,394.14"
SO - 0001307,10/22/2018,RWF,15,33,21,9,7,0.1,"6,371.70","4,460.19"
SO - 0001308,10/22/2018,RWF,10,46,307,47,8,0.075,897.80,736.20
SO - 0001309,10/22/2018,RWF,16,14,362,9,2,0.4,837.50,586.25
SO - 0001310,10/22/2018,RWF,13,13,8,46,3,0.075,737.00,626.45
SO - 0001311,10/23/2018,RWF,5,39,241,40,6,0.05,180.90,146.53
SO - 0001312,10/23/2018,RWF,5,38,351,8,4,0.05,"3,463.90","1,662.67"
SO - 0001313,10/23/2018,RWF,7,20,45,18,4,0.075,180.90,85.02
SO - 0001314,10/23/2018,RWF,13,8,142,20,5,0.075,971.50,777.20
SO - 0001315,10/24/2018,RWF,16,29,181,36,8,0.05,"2,472.30","1,310.32"
SO - 0001316,10/24/2018,RWF,2,7,331,3,5,0.05,"2,385.20","1,025.64"
SO - 0001317,10/24/2018,RWF,16,14,63,4,6,0.15,227.80,150.35
SO - 0001318,10/24/2018,RWF,20,43,303,21,4,0.05,"1,983.20","1,487.40"
SO - 0001319,10/24/2018,RWF,10,34,240,26,3,0.05,"3,973.10","2,423.59"
SO - 0001320,10/24/2018,RWF,5,24,82,16,7,0.2,"3,926.20","2,120.15"
SO - 0001321,10/24/2018,RWF,28,29,18,29,7,0.075,"2,412.00","2,001.96"
SO - 0001322,10/24/2018,RWF,12,12,335,8,8,0.1,207.70,137.08
SO - 0001323,10/24/2018,RWF,10,1,181,33,6,0.075,"3,155.70","1,924.98"
SO - 0001324,10/25/2018,RWF,5,13,247,5,5,0.2,991.60,475.97
SO - 0001325,10/25/2018,RWF,6,48,25,40,6,0.075,"1,185.90",913.14
SO - 0001326,10/25/2018,RWF,6,3,5,1,8,0.05,201.00,152.76
SO - 0001327,10/25/2018,RWF,23,43,351,37,8,0.1,"1,159.10",834.55
SO - 0001328,10/25/2018,RWF,8,5,78,11,5,0.3,"2,653.20","1,247.00"
SO - 0001329,10/25/2018,RWF,14,37,328,29,8,0.2,"3,932.90","1,691.15"
SO - 0001330,10/25/2018,RWF,21,14,164,25,7,0.075,"2,680.00","2,010.00"
SO - 0001331,10/25/2018,RWF,7,46,63,1,6,0.075,"2,385.20","1,836.60"
SO - 0001332,10/25/2018,RWF,5,3,106,30,4,0.05,"1,949.70","1,559.76"
SO - 0001333,10/25/2018,RWF,18,30,276,18,8,0.05,"1,139.00",489.77
SO - 0001334,10/25/2018,RWF,8,25,314,20,8,0.15,"2,646.50","1,561.44"
SO - 0001335,10/26/2018,RWF,4,44,94,45,2,0.1,221.10,185.72
SO - 0001336,10/26/2018,RWF,10,23,128,7,4,0.1,"1,025.10",574.06
SO - 0001337,10/26/2018,RWF,24,42,319,4,7,0.075,268.00,125.96
SO - 0001338,10/26/2018,RWF,19,42,316,46,5,0.4,"1,098.80",912.00
SO - 0001339,10/26/2018,RWF,5,4,153,29,8,0.15,"2,653.20","1,538.86"
SO - 0001340,10/26/2018,RWF,22,30,219,15,4,0.075,"2,237.80","1,297.92"
SO - 0001341,10/27/2018,RWF,3,26,70,12,4,0.05,"1,922.90",884.53
SO - 0001342,10/27/2018,RWF,17,40,347,28,2,0.05,"5,380.10","4,304.08"
SO - 0001343,10/27/2018,RWF,19,22,95,32,2,0.05,"1,078.70",528.56
SO - 0001344,10/27/2018,RWF,19,49,7,36,2,0.1,"2,271.30","1,294.64"
SO - 0001345,10/27/2018,RWF,16,8,119,22,3,0.15,"5,473.90","2,846.43"
SO - 0001346,10/27/2018,RWF,1,34,221,28,8,0.075,"2,371.80","1,541.67"
SO - 0001347,10/27/2018,RWF,4,35,140,45,7,0.075,877.70,465.18
SO - 0001348,10/27/2018,RWF,15,37,236,22,6,0.2,"1,688.40",759.78
SO - 0001349,10/27/2018,RWF,15,25,273,47,4,0.075,"1,246.20",710.33
SO - 0001350,10/28/2018,RWF,22,50,262,13,6,0.1,187.60,121.94
SO - 0001351,10/28/2018,RWF,5,43,68,12,7,0.05,"1,018.40",712.88
SO - 0001352,10/28/2018,RWF,16,9,22,30,3,0.075,"1,721.90",792.07
SO - 0001353,10/28/2018,RWF,6,34,91,29,6,0.075,"3,082.00","1,541.00"
SO - 0001354,10/28/2018,RWF,21,14,73,18,5,0.1,"2,010.00","1,346.70"
SO - 0001355,10/29/2018,RWF,20,44,359,15,6,0.15,"3,946.30","3,314.89"
SO - 0001356,10/29/2018,RWF,5,37,66,24,5,0.075,"2,633.10","1,132.23"
SO - 0001357,10/29/2018,RWF,4,20,241,39,8,0.1,"2,894.40","1,389.31"
SO - 0001358,10/29/2018,RWF,23,5,334,23,8,0.075,871.00,600.99
SO - 0001359,10/29/2018,RWF,6,31,100,9,2,0.05,"1,118.90",548.26
SO - 0001360,10/29/2018,RWF,25,6,95,33,4,0.15,"3,048.50","1,768.13"
SO - 0001361,10/29/2018,RWF,19,34,283,8,2,0.1,"3,276.30","1,539.86"
SO - 0001362,10/29/2018,RWF,13,16,279,44,4,0.2,"1,132.30",520.86
SO - 0001363,10/29/2018,RWF,14,5,143,27,5,0.075,964.80,762.19
SO - 0001364,10/29/2018,RWF,8,32,57,25,6,0.15,268.00,155.44
SO - 0001365,10/29/2018,RWF,22,28,210,45,1,0.2,978.20,665.18
SO - 0001366,10/29/2018,RWF,15,29,45,44,2,0.2,"3,872.60","2,672.09"
SO - 0001367,10/30/2018,RWF,17,43,100,34,1,0.2,"2,954.70","2,511.50"
SO - 0001368,10/30/2018,RWF,14,47,315,39,1,0.1,"2,418.70","1,330.29"
SO - 0001369,10/30/2018,RWF,26,11,246,4,4,0.15,"2,217.70",953.61
SO - 0001370,10/30/2018,RWF,27,8,171,39,3,0.1,"3,564.40","2,495.08"
SO - 0001371,10/31/2018,RWF,22,36,208,21,3,0.1,"1,835.80","1,468.64"
SO - 0001372,10/31/2018,RWF,18,41,86,37,7,0.2,"2,626.40","2,153.65"
SO - 0001373,10/31/2018,RWF,15,17,6,11,4,0.075,"2,532.60","1,848.80"
SO - 0001374,10/31/2018,RWF,6,43,94,33,8,0.3,"2,391.90","1,770.01"
SO - 0001375,10/31/2018,RWF,3,39,350,13,6,0.1,817.40,621.22
SO - 0001376,10/31/2018,RWF,22,20,21,11,5,0.15,"3,939.60","1,575.84"
SO - 0001377,10/31/2018,RWF,9,30,313,8,7,0.075,"3,182.50","1,686.73"
SO - 0001378,10/31/2018,RWF,17,19,30,8,2,0.1,"1,728.60","1,279.16"
SO - 0001379,10/31/2018,RWF,24,27,265,7,3,0.15,"2,680.00","2,170.80"
SO - 0001380,10/31/2018,RWF,24,24,99,4,1,0.2,991.60,654.46
SO - 0001381,10/31/2018,RWF,5,30,335,25,8,0.1,254.60,124.75
SO - 0001382,10/31/2018,RWF,1,39,20,25,2,0.15,"3,899.40","2,417.63"
SO - 0001383,11/1/2018,RWF,20,17,220,46,8,0.05,"3,966.40","2,736.82"
SO - 0001384,11/1/2018,RWF,3,14,184,2,4,0.05,"1,299.80","1,039.84"
SO - 0001385,11/1/2018,RWF,5,44,322,27,1,0.05,"3,805.60","3,158.65"
SO - 0001386,11/1/2018,RWF,27,13,164,2,2,0.1,"1,045.20",637.57
SO - 0001387,11/1/2018,RWF,18,8,305,40,2,0.15,"3,021.70","1,450.42"
SO - 0001388,11/1/2018,RWF,20,9,304,23,5,0.075,261.30,216.88
SO - 0001389,11/1/2018,RWF,20,13,26,17,8,0.1,"6,505.70","4,944.33"
SO - 0001390,11/1/2018,RWF,15,9,214,24,7,0.05,"1,835.80",789.39
SO - 0001391,11/1/2018,RWF,10,27,187,7,8,0.1,"3,912.80","1,995.53"
SO - 0001392,11/1/2018,RWF,12,49,291,36,1,0.1,"2,505.80","1,303.02"
SO - 0001393,11/1/2018,RWF,7,20,159,11,2,0.1,857.60,548.86
SO - 0001394,11/1/2018,RWF,5,15,359,4,3,0.3,964.80,762.19
SO - 0001395,11/1/2018,RWF,1,34,53,8,7,0.4,"5,695.00","2,334.95"
SO - 0001396,11/2/2018,RWF,23,12,247,28,5,0.075,"1,005.00",753.75
SO - 0001397,11/2/2018,RWF,24,35,255,13,3,0.05,"2,338.30","1,800.49"
SO - 0001398,11/2/2018,RWF,4,17,270,21,4,0.1,"1,011.70",435.03
SO - 0001399,11/2/2018,RWF,4,3,183,38,5,0.15,857.60,557.44
SO - 0001400,11/2/2018,RWF,17,48,363,38,8,0.1,221.10,183.51
SO - 0001401,11/2/2018,RWF,9,14,314,20,2,0.05,"1,715.20",943.36
SO - 0001402,11/2/2018,RWF,17,34,64,45,8,0.075,"2,264.60","1,494.64"
SO - 0001403,11/2/2018,RWF,17,50,244,31,4,0.05,"1,005.00",452.25
SO - 0001404,11/3/2018,RWF,3,19,102,11,1,0.15,"3,812.30","2,211.13"
SO - 0001405,11/3/2018,RWF,12,19,320,19,2,0.05,944.70,661.29
SO - 0001406,11/3/2018,RWF,20,23,270,20,7,0.1,"1,206.00",916.56
SO - 0001407,11/3/2018,RWF,4,36,145,10,3,0.05,"3,865.90","1,816.97"
SO - 0001408,11/3/2018,RWF,4,13,36,46,8,0.05,"3,892.70","2,452.40"
SO - 0001409,11/3/2018,RWF,14,44,227,13,1,0.3,167.50,142.38
SO - 0001410,11/3/2018,RWF,5,40,40,38,2,0.05,180.90,85.02
SO - 0001411,11/3/2018,RWF,28,24,248,18,2,0.4,"1,815.70",835.22
SO - 0001412,11/3/2018,RWF,5,7,114,39,5,0.075,261.30,143.72
SO - 0001413,11/3/2018,RWF,2,10,32,46,8,0.075,"1,125.60",619.08
